,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1072,OGEN,"Oragenics, Inc.",4.08M,-2.21%,139714,-
1073,NUWE,"Nuwellis, Inc.",4.06M,1.20%,28363,8.79M
1074,KZIA,Kazia Therapeutics Limited,4.00M,3.44%,12140,1.66M
1075,TTNP,"Titan Pharmaceuticals, Inc.",3.99M,-4.90%,21131,-
1076,PRFX,PainReform Ltd.,3.97M,1.03%,35833,-
1077,GLTO,"Galecto, Inc.",3.95M,0.95%,15658,-
1078,MOVE,Movano Inc.,3.94M,-9.68%,745555,1.01M
1079,ACON,"Aclarion, Inc.",3.90M,-4.01%,19659,54.60K
1080,APVO,Aptevo Therapeutics Inc.,3.73M,-8.20%,2150860,-
1081,THAR,"Tharimmune, Inc.",3.61M,-,42139,-
1082,IVF,"INVO Fertility, Inc.",3.61M,-5.62%,167461,6.59M
1083,TIVC,"Tivic Health Systems, Inc.",3.61M,-2.13%,69369,516.00K
1084,XRTX,XORTX Therapeutics Inc.,3.61M,-4.89%,879,-
1085,PALI,"Palisade Bio, Inc.",3.55M,6.68%,87548,-
1086,LIXT,"Lixte Biotechnology Holdings, Inc.",3.54M,5.56%,20081,-
1087,APDN,"Applied DNA Sciences, Inc.",3.54M,-1.02%,1006908,3.79M
1088,VIVS,"VivoSim Labs, Inc.",3.53M,-1.00%,32291,122.00K
1089,SONN,"Sonnet BioTherapeutics Holdings, Inc.",3.46M,0.89%,16875,1.00M
1090,SPRC,SciSparc Ltd.,3.45M,-0.81%,285551,1.31M
1091,GCTK,"GlucoTrack, Inc.",3.41M,0.38%,969034,-
1092,FOXO,FOXO Technologies Inc.,3.37M,-7.27%,884104,7.21M
1093,INM,InMed Pharmaceuticals Inc.,3.33M,3.27%,41274,4.92M
1094,BDRX,Biodexa Pharmaceuticals Plc,3.32M,-17.27%,1283216,104.90K
1095,NBY,"NovaBay Pharmaceuticals, Inc.",3.31M,0.48%,9620,9.78M
1096,RDHL,RedHill Biopharma Ltd.,3.22M,-,5532,8.04M
1097,ENVB,"Enveric Biosciences, Inc.",3.16M,5.79%,104714,-
1098,SNPX,"Synaptogenix, Inc.",3.14M,2.26%,2859,-
1099,GLMD,Galmed Pharmaceuticals Ltd.,3.14M,-1.42%,106305,-
1100,ARTL,"Artelo Biosciences, Inc.",3.13M,-0.24%,11504,-
1101,SILO,"Silo Pharma, Inc.",3.09M,0.28%,171530,72.10K
1102,ENSC,"Ensysce Biosciences, Inc.",3.09M,1.38%,31749,6.22M
1103,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.96M,-10.86%,34661,802.32K
1104,AKAN,Akanda Corp.,2.87M,1.65%,8513,836.66K
1105,CERO,"CERo Therapeutics Holdings, Inc.",2.85M,0.95%,248070,-
1106,GRI,"GRI Bio, Inc.",2.82M,-4.00%,260089,-
1107,QLGN,"Qualigen Therapeutics, Inc.",2.78M,3.04%,5878,-
1108,CDT,Conduit Pharmaceuticals Inc.,2.78M,-15.33%,183606,-
1109,WINT,"Windtree Therapeutics, Inc.",2.77M,4.13%,67046,-
1110,BJDX,"Bluejay Diagnostics, Inc.",2.70M,-3.72%,76355,-
1111,BBLG,Bone Biologics Corporation,2.68M,-2.38%,49230,-
1112,ALZN,"Alzamend Neuro, Inc.",2.68M,2.53%,47319,-
1113,ISPC,iSpecimen Inc.,2.67M,-6.14%,38000,8.06M
1114,SCNI,Scinai Immunotherapeutics Ltd.,2.58M,-2.47%,1235,658.00K
1115,PBM,Psyence Biomedical Ltd.,2.56M,-0.68%,26595,-
1116,PTIX,"Protagenic Therapeutics, Inc.",2.56M,-11.36%,670931,-
1117,VERO,Venus Concept Inc.,2.37M,-,27496,61.00M
1118,REVB,"Revelation Biosciences, Inc.",2.34M,-6.18%,39747,-
1119,NDRA,ENDRA Life Sciences Inc.,2.30M,-0.64%,15386,-
1120,VTAK,"Catheter Precision, Inc.",2.22M,14.29%,8870927,481.00K
1121,HSDT,"Helius Medical Technologies, Inc.",2.21M,-5.43%,11315,434.00K
1122,TOVX,"Theriva Biologics, Inc.",2.17M,-1.88%,153046,-
1123,RSLS,ReShape Lifesciences Inc.,2.15M,-3.64%,39989,7.18M
1124,ELAB,PMGC Holdings Inc.,2.08M,0.43%,36376,2.45M
1125,ADTX,"Aditxt, Inc.",2.02M,-4.40%,40809,55.32K
1126,NIVF,NewGenIvf Group Limited,1.98M,-,86388,5.43M
1127,ZVSA,"ZyVersa Therapeutics, Inc.",1.95M,-0.50%,57523,-
1128,ENTO,"Entero Therapeutics, Inc.",1.81M,-8.68%,100956,-
1129,UPC,Universe Pharmaceuticals INC,1.78M,-15.09%,61028,23.02M
1130,TNFA,"TNF Pharmaceuticals, Inc.",1.77M,7.06%,1125653,-
1131,SLRX,"Salarius Pharmaceuticals, Inc.",1.35M,-0.91%,16310,-
1132,PCSA,"Processa Pharmaceuticals, Inc.",1.26M,-1.52%,10095381,-
1133,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",1.09M,-2.74%,1207040,-
1134,ONCO,"Onconetix, Inc.",1.05M,-14.00%,9831499,1.87M
1135,NAOV,"NanoVibronix, Inc.",850.41K,2.75%,539480,2.66M
1136,WORX,SCWorx Corp.,847.57K,0.17%,20823291,2.90M
1137,YCBD,"cbdMD, Inc.",719.99K,-1.11%,39123,19.59M
1138,HCTI,"Healthcare Triangle, Inc.",262.23K,-12.12%,323436853,11.29M
1139,NCNA,NuCana plc,230.16K,-3.55%,77754340,-
1140,PLRZ,Polyrizon Ltd.,23.14K,-19.05%,515274439,-
